"mindex","n","predictors","rsquare","adjr","rmse","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
567,4,"Hepatitis_B BMI Diphtheria GDP_per_capita",0.640050819072336,0.63954721756002,5.64198119166543,0.638819696306421,3259.03781659359,18050.467595995,9916.90777618037,18086.2274431635,91326.1814793979,31.943291227642,0.361208184708453,0.0111573203279826
568,4,"BMI Polio Population_mln Schooling",0.639759597883079,0.639255588925937,5.64426308638637,0.638751865841409,3263.98364294145,18052.7838125889,9919.21939984032,18088.5436597574,91400.0700186417,31.9691353294014,0.361500424509775,0.011166347291418
569,4,"BMI Diphtheria Population_mln Schooling",0.639358727575614,0.638854157764597,5.64740264036691,0.638355549180172,3270.79164662343,18055.9690584329,9922.39833463939,18091.7289056013,91501.7786941688,32.0047101206618,0.361902696951928,0.0111787730411275
570,4,"BMI Polio Population_mln Economy_status_Developed",0.639334969262241,0.638830366211191,5.64758865700207,0.638334546701552,3271.19513543742,18056.1577267121,9922.58662928944,18091.9175738806,91507.8066452067,32.0068185258572,0.361926538365383,0.0111795094759544
571,4,"Alcohol_consumption BMI Incidents_HIV Population_mln",0.639328018643423,0.638823405867828,5.64764307598302,0.637933809127509,3271.31317819994,18056.212920254,9922.64171353273,18091.9727674225,91509.5701538051,32.0074353508227,0.361933513295565,0.0111797249238141
572,4,"Measles Diphtheria Incidents_HIV Population_mln",0.639219327200421,0.63871456235565,5.64849399352995,0.637841741324097,3273.1590912805,18057.0758799876,9923.50296459723,18092.8357271561,91537.1473090672,32.0170810524988,0.362042584911505,0.011183094025095
573,4,"Alcohol_consumption BMI Diphtheria GDP_per_capita",0.638237490961,0.637731352438386,5.65617473762776,0.63697665095041,3289.83367308066,18064.8594444614,9931.27113719941,18100.6192916299,91786.2584595725,32.1042130216641,0.363027855345537,0.0112135279363615
574,4,"Hepatitis_B Measles Incidents_HIV Economy_status_Developed",0.637941472545123,0.637434919865927,5.6584883957201,0.636257972190861,3294.86097100646,18067.2020035958,9933.60907088711,18102.9618507643,91861.3641494925,32.1304828479845,0.363324909152866,0.0112227035991049
575,4,"BMI Diphtheria GDP_per_capita Thinness_ten_nineteen_years",0.637878799068547,0.63737215870348,5.65897812564932,0.636389503147121,3295.92535829417,18067.6977281524,9934.10381703253,18103.4575753208,91877.2656422559,32.1360447362192,0.36338780184412,0.011224646284604
576,4,"BMI Diphtheria GDP_per_capita Thinness_five_nine_years",0.637139624306289,0.636631949768768,5.66475083567949,0.635649929658462,3308.47880615341,18073.5378689806,9939.93244196783,18109.297716149,92064.8088068463,32.2016419814694,0.364129562037515,0.0112475584345348
577,4,"Polio Population_mln Schooling Economy_status_Developed",0.636418850645843,0.635910167680675,5.67037417993927,0.635523577145356,3320.71974703333,18079.2211796663,9945.60456508338,18114.9810268347,92247.6832502603,32.2656062413282,0.364852856767078,0.0112699002067618
578,4,"Hepatitis_B BMI Diphtheria Schooling",0.636022831789894,0.63551359475847,5.67346147414105,0.63489553156407,3327.44535823284,18082.3390001573,9948.71625614392,18118.0988473257,92348.1610171897,32.3007504958995,0.365250260788665,0.011282175576358
579,4,"Measles Polio Schooling Economy_status_Developed",0.635515965980338,0.635006019797729,5.67741046248256,0.6343373219648,3336.05348967455,18086.324562898,9952.69399175976,18122.0844100665,92476.7628347851,32.345731740547,0.365758899476184,0.0112978868614509
580,4,"BMI Diphtheria Population_mln Economy_status_Developed",0.635475887732169,0.63496588547646,5.67772259468802,0.634462058823676,3336.73414088772,18086.6394677546,9953.00827857775,18122.399314923,92486.9314740252,32.3492884402729,0.365799117907103,0.0112991291641889
581,4,"Polio Thinness_five_nine_years Schooling Economy_status_Developed",0.635338498212903,0.634828303736811,5.67879246368171,0.634153741527152,3339.06743506194,18087.71870898,9954.0854020997,18123.4785561485,92521.7898952542,32.3614809209287,0.365936987977328,0.0113033878177916
582,4,"BMI Polio Diphtheria Schooling",0.635282006445855,0.634771732932663,5.67923231350948,0.634104264636532,3340.02683801821,18088.1623529875,9954.52817577841,18123.922200156,92536.1229668178,32.3664942202009,0.365993677337125,0.0113051388892602
583,4,"Polio Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.635236977107544,0.634726640594229,5.67958289146945,0.634059389814309,3340.79157388243,18088.5159304547,9954.88105968876,18124.2757776232,92547.5477949335,32.3704902989356,0.366038864175745,0.0113065346606032
584,4,"Measles BMI Diphtheria Schooling",0.634829950776156,0.63431904479613,5.68275083216683,0.633581864332804,3347.70412567574,18091.7099863988,9958.06885364875,18127.4698335673,92650.8183747177,32.406611399718,0.366447314173909,0.0113191512281684
585,4,"Measles BMI Polio Schooling",0.634806862109678,0.634295923826516,5.68293048143574,0.633550614022487,3348.09624183768,18091.8910632712,9958.24957569515,18127.6509104397,92656.6764231774,32.4086603778417,0.366470483598228,0.011319866905996
586,4,"Hepatitis_B BMI Polio Schooling",0.634498479525083,0.633987109786748,5.68532941338679,0.63334387789532,3353.33352115791,18094.3085101886,9960.66228736907,18130.0683573571,92734.9191457007,32.436027448615,0.366779944820754,0.0113294258200378
587,4,"Polio Diphtheria Schooling Economy_status_Developed",0.633955472746411,0.633443343292401,5.68955104650631,0.632855649098489,3362.55543677427,18098.5602499241,9964.90570710762,18134.3200970926,92872.690637459,32.4842159835216,0.367324850888614,0.0113462573642972
588,4,"Alcohol_consumption BMI Polio Schooling",0.633937419913669,0.63342526520211,5.68969134534893,0.632744730573203,3362.86202907979,18098.7014951394,9965.04667610762,18134.4613423079,92877.2709959279,32.4858180621603,0.367342966865227,0.0113468169467283
589,4,"Alcohol_consumption BMI Diphtheria Schooling",0.633666517943824,0.633153984215868,5.69179626349215,0.632479819061765,3367.46277294586,18100.8201937975,9967.16123288367,18136.580040966,92946.0041498621,32.5098589573072,0.367614816376065,0.0113552140766988
590,4,"BMI Polio Thinness_five_nine_years Schooling",0.633389899952751,0.632876979211166,5.6939447923877,0.632051379858329,3372.16059233198,18102.9819808255,9969.3187964745,18138.741827994,93016.1875707219,32.5344071144245,0.36789240190121,0.0113637883857914
591,4,"BMI Polio Thinness_ten_nineteen_years Schooling",0.633362638015117,0.632849679131612,5.69415649561428,0.632046626756054,3372.62358339999,18103.1949462798,9969.53134600906,18138.9547934483,93023.1044600934,32.5368264448728,0.367919759193645,0.0113646334222217
592,4,"Hepatitis_B Polio Schooling Economy_status_Developed",0.633150116914871,0.632636860695095,5.69580656352491,0.632128377936288,3376.2328415716,18104.8545809966,9971.18774037275,18140.6144281651,93077.025240019,32.5556863944347,0.368133023634569,0.0113712209243401
593,4,"BMI Diphtheria Thinness_five_nine_years Schooling",0.632932871680688,0.632419311515148,5.69749281688038,0.631608086396882,3379.92232998386,18106.5501143041,9972.87996488237,18142.3099614726,93132.1446255707,32.5749655820285,0.368351028733161,0.0113779548601176
594,4,"BMI Diphtheria Thinness_ten_nineteen_years Schooling",0.632882179750485,0.632368548662342,5.69788621486567,0.631584292901183,3380.78323397462,18106.9456050823,9973.27468410773,18142.7054522508,93145.0061645395,32.5794641812064,0.36840189796987,0.0113795261544371
595,4,"Alcohol_consumption BMI Incidents_HIV Thinness_five_nine_years",0.632371621830481,0.631857276425557,5.70184691908747,0.630634780951568,3389.45406874218,18110.9258587301,9977.24717781442,18146.6857058986,93274.5447431184,32.6247730781046,0.368914241681829,0.011395351883627
596,4,"Hepatitis_B Polio Diphtheria Incidents_HIV",0.632118407627835,0.631603707953302,5.70381023337467,0.630561210132994,3393.75442023204,18112.8978388095,9979.21531669328,18148.6576859779,93338.7901628869,32.64724429195,0.369168341558497,0.0114032007470783
597,4,"Alcohol_consumption BMI Incidents_HIV Thinness_ten_nineteen_years",0.632072476364594,0.631557712428063,5.70416629227769,0.630321967641849,3394.53447353966,18113.2553965924,9979.57217823348,18149.0152437609,93350.4438270835,32.6513204110132,0.369214433476733,0.0114046244753272
598,4,"Hepatitis_B BMI GDP_per_capita Schooling",0.631876038458335,0.631360999687378,5.70568882713797,0.630601565824178,3397.87058989495,18114.78408905,9981.09789482687,18150.5439362184,93400.2839846027,32.6687530753454,0.369411558469058,0.0114107134477733
599,4,"Measles Diphtheria Schooling Economy_status_Developed",0.6317470976292,0.631231878458342,5.70668799034681,0.630539058167806,3400.06039947468,18115.7870715078,9982.09892553877,18151.5469186762,93432.998807099,32.680195786357,0.369540950297945,0.0114147102179016
600,4,"Diphtheria Population_mln Schooling Economy_status_Developed",0.631449335437466,0.630933699670327,5.7089946830559,0.630519605343994,3405.11731204697,18118.1019109082,9984.40926261133,18153.8617580767,93508.5469272249,32.7066203621335,0.369839753980381,0.0114239399323468
601,4,"Hepatitis_B Incidents_HIV Thinness_ten_nineteen_years Economy_status_Developed",0.631374696876118,0.63085895668287,5.70957274411932,0.629512089107707,3406.38490306335,18118.6818669833,9984.98809116478,18154.4417141517,93527.4841971515,32.7132440785587,0.369914653607002,0.0114262534987664
602,4,"Measles Incidents_HIV GDP_per_capita Population_mln",0.631271477606405,0.630755593000048,5.71037206076209,0.629829630553077,3408.13788190757,18119.48370724,9985.78837284327,18155.2435544085,93553.6729545025,32.7224041582796,0.370018233909488,0.0114294529794632
603,4,"Measles BMI Incidents_HIV Population_mln",0.631190886215538,0.630674888854524,5.71099607227082,0.629835315596386,3409.50657017292,18120.1096108768,9986.41306013645,18155.8694580453,93574.120574272,32.7295561519645,0.370099107186996,0.0114319510653354
604,4,"Measles BMI Polio Economy_status_Developed",0.63090697579471,0.630390581217298,5.71319382080224,0.629637505514625,3414.32823731652,18122.3134789604,9988.61264715262,18158.0733261289,93646.1542278827,32.7547514676802,0.37038401064882,0.0114407514173781
605,4,"Diphtheria Thinness_five_nine_years Schooling Economy_status_Developed",0.630808071122809,0.630291538168801,5.71395924262538,0.629601593863032,3416.00794109585,18123.080833031,9989.37851127625,18158.8406801995,93671.2482869717,32.7635286531989,0.370483261262211,0.0114438171587794
606,4,"Diphtheria Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.630542530819498,0.63002562635055,5.71601374818706,0.629345779614566,3420.5176274682,18125.1400168967,9991.43369856657,18160.8998640652,93738.6210807304,32.7870937331901,0.370749730352871,0.0114520480935363
607,4,"Alcohol_consumption BMI Polio Economy_status_Developed",0.630004297745323,0.629486640239545,5.72017583479995,0.628871154255713,3429.6584709842,18129.3093134965,9995.59491064601,18165.069160665,93875.1813898374,32.8348586309804,0.371289846019121,0.0114687316676014
608,4,"BMI Polio Diphtheria Economy_status_Developed",0.62931442787206,0.628795805175834,5.72550608488247,0.628091014616025,3441.37457105399,18134.6443690911,10000.9196358275,18170.4042162596,94050.2149350741,32.896080368488,0.371982128868506,0.0114901155172348
609,4,"Hepatitis_B Diphtheria Schooling Economy_status_Developed",0.628933607228061,0.628414451729254,5.72844635470192,0.627891413932479,3447.84207013846,18137.5851645911,10003.854743979,18173.3450117596,94146.836616933,32.9298758745798,0.372364281518955,0.0115019197888869
610,4,"Hepatitis_B BMI Polio Economy_status_Developed",0.628398877424097,0.627878973789853,5.73257239291941,0.627275308139505,3456.92341741328,18141.7093962063,10007.971007906,18177.4692433748,94282.5080775359,32.977329878537,0.372900881661513,0.0115184947723231
611,4,"Hepatitis_B Polio Incidents_HIV Population_mln",0.628131479335729,0.627611201587336,5.73463455466585,0.626820899630404,3461.464654657,18143.769542616,10010.0271779316,18179.5293897844,94350.3522278756,33.0010598256046,0.373169215035254,0.0115267832927173
612,4,"Polio Diphtheria Incidents_HIV Population_mln",0.628096368656162,0.627576041784747,5.73490527153576,0.626721640685795,3462.06094136449,18144.0399399038,10010.2970534938,18179.7997870723,94359.2604973311,33.0041756839591,0.373204448522375,0.0115278716160685
613,4,"Measles BMI Diphtheria Economy_status_Developed",0.628075916652634,0.627555561167013,5.73506295847464,0.62679742957512,3462.40827892662,18144.1974348102,10010.4542445365,18179.9572819786,94364.4495725806,33.0059906743508,0.373224972061418,0.0115285055654336
614,4,"BMI Polio Thinness_ten_nineteen_years Economy_status_Developed",0.627488383777263,0.626967206279924,5.73959104432133,0.626158163410125,3472.38638382571,18148.7181597174,10014.9662534201,18184.4780068859,94513.5182101672,33.0581306283728,0.373814559966084,0.01154671728209
615,4,"BMI Polio Thinness_five_nine_years Economy_status_Developed",0.627439454026922,0.62691820807243,5.73996798227868,0.626111495123052,3473.21736061364,18149.0943241006,10015.3416930806,18184.8541712691,94525.9326494716,33.0624728448512,0.373863660859307,0.0115482339542399
616,4,"Hepatitis_B BMI Incidents_HIV Population_mln",0.627175067931091,0.6266534520765,5.74200429369565,0.625580016047559,3477.70744501343,18151.1260293928,10017.3694854663,18186.8858765613,94593.0125981086,33.0859354959785,0.374128971705386,0.011556429112106
617,4,"Polio Population_mln Thinness_five_nine_years Schooling",0.627122082569346,0.626600392583433,5.74241230203902,0.625991489811384,3478.60729848508,18151.5330281763,10017.775700686,18187.2928753447,94606.4560257337,33.0906376231974,0.374182142395435,0.0115580714957674
618,4,"Hepatitis_B Incidents_HIV Thinness_five_nine_years Economy_status_Developed",0.626844256977908,0.626322178288825,5.74455119516627,0.624980338829206,3483.32562661823,18153.6661558697,10019.9047231811,18189.4260030381,94676.9458385396,33.1152929474709,0.374460939744799,0.0115666832367665
619,4,"Polio Population_mln Thinness_ten_nineteen_years Schooling",0.626649969335357,0.626127618820261,5.74604648244387,0.625533990048478,3486.62522492028,18155.1569409123,10021.3926407578,18190.9167880808,94726.2404318962,33.132534789033,0.374655906952383,0.0115727055576345
620,4,"Hepatitis_B BMI Diphtheria Economy_status_Developed",0.626162156552796,0.625639123543426,5.7497991002348,0.62505322319385,3494.90977769944,18158.8965519423,10025.1250643866,18194.6563991108,94850.0081220831,33.1758251939111,0.375145425970629,0.0115878262573429
621,4,"Alcohol_consumption BMI Diphtheria Economy_status_Developed",0.625860609551658,0.625337154650716,5.75211759902845,0.624707334968567,3500.03096790936,18161.2057951088,10027.4298732605,18196.9656422773,94926.5165227398,33.2025856484046,0.375448027700697,0.0115971732892683
622,4,"Hepatitis_B BMI Incidents_HIV Thinness_ten_nineteen_years",0.625483596042621,0.624959613665625,5.75501502181995,0.623493164457981,3506.43381019997,18164.0903430926,10030.3088865089,18199.8501902611,95022.1722596352,33.2360432945226,0.375826359899867,0.0116088595514163
623,4,"Measles BMI Incidents_HIV Thinness_ten_nineteen_years",0.625286149474815,0.624761890852185,5.75653185556161,0.623531247899099,3509.78705671283,18165.5998576375,10031.8155065611,18201.3597048059,95072.2683344128,33.2535654714061,0.376024497081761,0.011614979789276
624,4,"Alcohol_consumption Polio Thinness_five_nine_years Schooling",0.6245625481126,0.624037277106112,5.76208732846716,0.623275858953739,3522.07602061589,18171.1251295059,10037.3301948125,18206.8849766744,95255.86022134,33.3177806725253,0.37675062940362,0.0116374092115828
625,4,"Alcohol_consumption Polio Thinness_ten_nineteen_years Schooling",0.624183054034092,0.623657252081009,5.76499876646142,0.62290776039609,3528.52099056169,18174.0186130886,10040.2181428912,18209.7784602571,95352.1453274621,33.3514584540324,0.377131450848615,0.0116491723637743
626,4,"Diphtheria Population_mln Thinness_five_nine_years Schooling",0.624097213400677,0.623571291348771,5.76565712273809,0.622964658525301,3529.97882701771,18174.6727068007,10040.8709859219,18210.4325539692,95373.9247832325,33.3590762859311,0.377217591729087,0.0116518331600615
627,4,"Measles Polio Population_mln Schooling",0.623569205204078,0.623042544420873,5.76970503889703,0.622489092913014,3538.94602084479,18178.692773858,10044.8833716262,18214.4526210265,95507.8908399433,33.4059337882903,0.377747446753935,0.0116681997942904
628,4,"BMI Diphtheria Thinness_five_nine_years Economy_status_Developed",0.623564032656087,0.623037364636019,5.76974467961466,0.622228637844482,3539.03386652733,18178.7321279063,10044.9226505241,18214.4919750748,95509.2032170276,33.4063928203305,0.377752637394084,0.0116683601274094
629,4,"BMI Diphtheria Thinness_ten_nineteen_years Economy_status_Developed",0.623559913642869,0.623033239859928,5.76977624619125,0.622226431258825,3539.10381996772,18178.7634660098,10044.9539287851,18214.5233131783,95510.2482916343,33.4067583575945,0.377756770814484,0.0116684878041825
630,4,"Diphtheria Population_mln Thinness_ten_nineteen_years Schooling",0.623374190252742,0.622847256625953,5.77119938137943,0.622258085835312,3542.25797107413,18180.1761227318,10046.3638885099,18215.9359699003,95557.3699658329,33.4232401740647,0.37794314381423,0.0116742446594995
631,4,"Measles Polio Thinness_five_nine_years Schooling",0.623125721545439,0.622598440288419,5.77310276397597,0.621721209463922,3546.47772954133,18182.0649464085,10048.2491078806,18217.824793577,95620.411360167,33.445290254184,0.37819248159711,0.0116819464271538
632,4,"Measles Polio Thinness_ten_nineteen_years Schooling",0.62306252426708,0.622535154591343,5.77358678359405,0.621663198859108,3547.55101258511,18182.5451644593,10048.7284098894,18218.3050116278,95636.4457517373,33.4508986266275,0.378255899922262,0.0116839053489012
633,4,"Measles BMI Incidents_HIV Thinness_five_nine_years",0.623006927976052,0.622479480516068,5.77401255470537,0.621283528317588,3548.49520762019,18182.967558215,10049.1499980143,18218.7274053835,95650.5516234353,33.4558324578725,0.378311690673909,0.0116856286633604
634,4,"Hepatitis_B BMI Incidents_HIV Thinness_five_nine_years",0.622785083506471,0.622257325665976,5.77571118587308,0.620800337337453,3552.26280511398,18184.6524053364,10050.831632639,18220.4122525049,95706.8379253988,33.4755197995156,0.378534311094766,0.0116925051613252
635,4,"Polio Diphtheria Thinness_five_nine_years Schooling",0.622581523439639,0.62205348080017,5.77726937661831,0.621287959101455,3555.71987753539,18186.1975159846,10052.3737986436,18221.9573631531,95758.4851150313,33.4935845120964,0.378738583159033,0.0116988148988992
636,4,"Alcohol_consumption Measles Polio Schooling",0.622458122194701,0.621929906905711,5.7782137712528,0.621203605148513,3557.81560803538,18187.1337801649,10053.3082791684,18222.8936273334,95789.7944361442,33.5045356188464,0.378862416027773,0.0117026399589122
637,4,"Alcohol_consumption Polio Population_mln Schooling",0.622390685047357,0.621862375407689,5.77872980520457,0.621424474723857,3558.96089702005,18187.6453068429,10053.8188315589,18223.4051540114,95806.9045658044,33.5105202537651,0.378930089051812,0.0117047303035907
638,4,"Alcohol_consumption Diphtheria Thinness_five_nine_years Schooling",0.62228716950146,0.621758715034166,5.7795218240404,0.620999016241767,3560.71890753987,18188.4303189787,10054.6023487976,18224.1901661471,95833.1684942461,33.5197066261876,0.379033966666775,0.0117079389679403
639,4,"Polio Diphtheria Thinness_ten_nineteen_years Schooling",0.622159986751142,0.621631354343659,5.78049477697653,0.62088037310719,3562.87885956507,18189.3945173226,10055.5647114992,18225.1543644911,95865.4372575939,33.5309933184426,0.379161594267567,0.0117118812430188
640,4,"Hepatitis_B Polio Thinness_five_nine_years Schooling",0.62188367115917,0.621354652161142,5.78260803770873,0.620619725882461,3567.57154328972,18191.4882040783,10057.6544141072,18227.2480512468,95935.5439538586,33.5555146394867,0.379438876335901,0.0117204461786669
641,4,"Alcohol_consumption Diphtheria Thinness_ten_nineteen_years Schooling",0.621697330493237,0.621168050787736,5.7840327345907,0.620422113859491,3570.73617762694,18192.8992730207,10059.0627992813,18228.6591201892,95982.8222430608,33.5720512354142,0.379625868770515,0.0117262221676401
642,4,"Polio Diphtheria Population_mln Schooling",0.621496951963952,0.620967391910736,5.78556436869366,0.620521766205771,3574.13921781166,18194.4158686489,10060.5765116945,18230.1757158173,96033.6622140892,33.5898336059706,0.379826948169088,0.0117324332873108
643,4,"Hepatitis_B Polio Thinness_ten_nineteen_years Schooling",0.621470568314702,0.620940971348371,5.78576600728267,0.620217632560459,3574.58729285711,18194.6154975248,10060.7757611511,18230.3753446933,96040.3562644363,33.5921749936895,0.379853424101126,0.0117332510994956
644,4,"Measles Diphtheria Population_mln Schooling",0.621407558542369,0.620877873419658,5.78624753473938,0.620314531848981,3575.65739147519,18195.0921974982,10061.2515551887,18230.8520446666,96056.3430820428,33.5977667261186,0.379916654264409,0.0117352042091316
645,4,"Measles Polio Diphtheria Schooling",0.621264445738251,0.620734560387762,5.7873410693393,0.619999040771487,3578.08788452801,18196.1746217006,10062.331922796,18231.9344688691,96092.6536131217,33.6104671133471,0.380060267637971,0.0117396402670064
646,4,"Polio Thinness_ten_nineteen_years Thinness_five_nine_years Schooling",0.621122524510988,0.620592440599845,5.7884252950052,0.619733591699664,3580.49814096198,18197.2476296444,10063.4028926907,18233.0074768129,96128.6618177337,33.6230617554078,0.380202685266868,0.0117440393896543
647,4,"Measles Diphtheria Thinness_five_nine_years Schooling",0.6210896039055,0.620559473935448,5.78867676723387,0.619684915898626,3581.05723351436,18197.4964713525,10063.6512618472,18233.256318521,96137.0144223526,33.6259832580649,0.380235721019629,0.0117450598274279
648,4,"Alcohol_consumption Polio Diphtheria Schooling",0.620948081286999,0.620417753313983,5.78975769853218,0.61979998236325,3583.46072035262,18198.5659725036,10064.7187324097,18234.3258196721,96172.9214920878,33.6385425260327,0.38037773864554,0.0117494465944271
649,4,"Hepatitis_B Measles Polio Schooling",0.620929502410928,0.620399148444382,5.78989958657892,0.619707305379227,3583.7762464825,18198.7063453509,10064.8588387888,18234.4661925194,96177.6353180877,33.6401912878037,0.380396382505438,0.0117500224825875
650,4,"Measles Diphtheria Thinness_ten_nineteen_years Schooling",0.620909856270669,0.620379474817392,5.7900496216071,0.619512363062081,3584.10989802199,18198.8547744374,10065.0069861261,18234.6146216059,96182.6199299878,33.6419347627525,0.380416097362522,0.0117506314526636
651,4,"Alcohol_consumption Measles Diphtheria Schooling",0.620827466927465,0.620296970204034,5.79067877601395,0.619562146331637,3585.50912101616,18199.4771526372,10065.6281830589,18235.2369998057,96203.5237256013,33.6492463137254,0.380498774881113,0.0117531852695423
652,4,"Hepatitis_B Polio Population_mln Schooling",0.620549860708846,0.620018975589166,5.7927981730865,0.61961188545106,3590.22372352802,18201.5732256247,10067.720279336,18237.3330727932,96273.957879212,33.6738821700014,0.380777352090354,0.0117617902106571
653,4,"Hepatitis_B Measles Diphtheria Schooling",0.6203219019551,0.619790697900472,5.79453795474167,0.619104938661293,3594.0951602644,18203.2932878177,10069.4370800509,18239.0531349862,96331.7954952353,33.6941121170179,0.381006108181469,0.0117688562326731
654,4,"Hepatitis_B Diphtheria Thinness_five_nine_years Schooling",0.620281046214415,0.619749784998905,5.79484971063825,0.619029948607699,3594.78901567807,18203.6014555704,10069.7446636514,18239.3613027389,96342.1613996073,33.6977378144556,0.381047106824359,0.0117701226352939
655,4,"Hepatitis_B Polio Diphtheria Schooling",0.620196359264549,0.619664979564325,5.79549587378439,0.619089020354045,3596.22725905943,18204.2401289349,10070.3821265394,18239.9999761034,96363.6481431871,33.7052532639859,0.381132089986012,0.0117727476709303
656,4,"Alcohol_consumption Hepatitis_B Polio Schooling",0.62014948904931,0.619618043773409,5.7958534635097,0.619023579014523,3597.02325864329,18204.593543173,10070.7348710513,18240.3533903415,96375.5400379592,33.7094127093038,0.381179124140444,0.0117742005038106
657,4,"Measles BMI GDP_per_capita Schooling",0.619794220527881,0.619262278199134,5.7985632177398,0.618527721789612,3603.05680454815,18207.2709478134,10073.407204257,18243.0307949819,96465.6786441322,33.7409406205905,0.381535635293987,0.0117852127380538
658,4,"Alcohol_consumption Diphtheria Population_mln Schooling",0.619701589459418,0.619169517531414,5.79926953840059,0.618719631738273,3604.62996335642,18207.9686307055,10074.1035662911,18243.728477874,96489.1809667304,33.7491610621235,0.381628590360591,0.0117880840169952
659,4,"Hepatitis_B Diphtheria Thinness_ten_nineteen_years Schooling",0.619614808892106,0.619082615550227,5.79993117039776,0.618376203715896,3606.10376276432,18208.6220943672,10074.7557930604,18244.3819415357,96511.1989022034,33.7568623074143,0.381715674462591,0.0117907739483495
660,4,"Alcohol_consumption Hepatitis_B Diphtheria Schooling",0.618824525747948,0.618291226728357,5.80595297371465,0.61769560763365,3619.52518723764,18214.5661296628,10080.6885884106,18250.3259768313,96711.7092677431,33.8269951093868,0.382508721801028,0.0118152703013248
661,4,"Hepatitis_B Diphtheria Population_mln Schooling",0.618347636745675,0.617813670515168,5.80958375512452,0.61740435289442,3627.6242208226,18218.1470432406,10084.2627402405,18253.9068904091,96832.7053801801,33.8693160954871,0.382987278830591,0.0118300523973572
662,4,"Diphtheria Thinness_ten_nineteen_years Thinness_five_nine_years Schooling",0.618346323267478,0.617812355199296,5.80959375212149,0.616997024480184,3627.64652769901,18218.1568998417,10084.2725782396,18253.9167470102,96833.0386354132,33.8694326586543,0.382988596902975,0.0118300931111517
663,4,"BMI GDP_per_capita Population_mln Schooling",0.615942415550057,0.615405084197207,5.82786136716321,0.614888492171095,3668.47223188957,18236.1396948479,10102.2215260745,18271.8995420164,97442.9572686353,34.0827647854396,0.385400912832069,0.0119046068754921
664,4,"Hepatitis_B Diphtheria Incidents_HIV Population_mln",0.615381752029755,0.614843636257849,5.83211369516601,0.613965620003753,3677.99401297311,18240.3176344661,10106.3916280022,18276.0774816346,97585.2086227626,34.1325202483179,0.385963537400011,0.0119219857245733
665,4,"Hepatitis_B Measles GDP_per_capita Schooling",0.615251984483337,0.614713687154877,5.83309746967883,0.613888179733118,3680.19786274039,18241.2837653562,10107.3559478535,18277.0436125247,97618.1331996814,34.1440363254387,0.386093758837812,0.011926008120401
666,4,"Alcohol_consumption Hepatitis_B GDP_per_capita Schooling",0.615197389902768,0.614659016191544,5.8335113044496,0.613944728297404,3681.12504566867,18241.69012947,10107.7615503831,18277.4499766385,97631.9849177491,34.1488812609991,0.386148544375292,0.0119277003849091
667,4,"Hepatitis_B BMI Schooling Economy_status_Developed",0.613921100063448,0.613380940707118,5.84317741343398,0.612619839375353,3702.8003500341,18251.1735517394,10117.2272256416,18286.9333989079,97955.8047336065,34.2621441886245,0.387429298327376,0.0119672614544243
668,4,"Hepatitis_B GDP_per_capita Population_mln Schooling",0.613319385981264,0.612778384772424,5.84772901323292,0.612192258924478,3713.01929519099,18255.6336960625,10121.6790407784,18291.393543231,98108.4714220724,34.3155426381319,0.388033117040837,0.0119859127449856
669,4,"Polio GDP_per_capita Population_mln Thinness_ten_nineteen_years",0.61207723516737,0.611534496077013,5.85711393843647,0.610601745563616,3734.11481450758,18264.8191013358,10130.8473275926,18300.5789485043,98423.6294962265,34.425775935773,0.389279612558523,0.0120244156094471
670,4,"Alcohol_consumption BMI GDP_per_capita Schooling",0.611318386742252,0.610774585954203,5.86283993671464,0.610086443728687,3747.00238132424,18270.4161405557,10136.4339589189,18306.1759877241,98616.1642557419,34.4931190984348,0.39004111522787,0.0120479375825701
671,4,"Alcohol_consumption Hepatitis_B Incidents_HIV Economy_status_Developed",0.611224139382589,0.610680206733946,5.86355070315356,0.609411923223962,3748.6029896997,18271.1105179293,10137.12704629,18306.8703650977,98640.0766631832,34.5014829759393,0.390135692239018,0.0120508589615801
672,4,"BMI GDP_per_capita Schooling Economy_status_Developed",0.610461955093025,0.609916956079514,5.86929555312275,0.609338894899929,3761.54720969572,18276.7198138383,10142.7259311857,18312.4796610068,98833.4577970701,34.5691221761951,0.390900542440752,0.0120744843362669
673,4,"Hepatitis_B GDP_per_capita Thinness_ten_nineteen_years Schooling",0.61032607965211,0.609780890536548,5.87031910345366,0.608868714584107,3763.85479018951,18277.7186364541,10143.7229017942,18313.4784836226,98867.9320668646,34.5811802916454,0.391036893136795,0.0120786960580858
674,4,"Hepatitis_B GDP_per_capita Thinness_five_nine_years Schooling",0.610091815179811,0.60954629830703,5.87208339984388,0.608630697196765,3767.8333173098,18279.4399008711,10145.4409759606,18315.1997480396,98927.3695676147,34.6019698326679,0.391271977002141,0.0120859575380318
675,4,"Polio GDP_per_capita Thinness_ten_nineteen_years Economy_status_Developed",0.60972953545594,0.609183511721006,5.87481076351034,0.608397875873326,3773.98593487238,18282.0997255269,10148.0958740439,18317.8595726953,99019.2870536423,34.6341199453468,0.391635523881395,0.0120971870980413
